,path,audio,transcription,english_transcription,intent_class,lang_id,predicted_transcription,inference_time
154,/root/.cache/huggingface/datasets/downloads/extracted/28aa727f91fee90575c34956bab09d1716cfaf460c6afcba86a10f04a7d58b83/en-AU~ATM_LIMIT/response_3.wav,"{'path': '/root/.cache/huggingface/datasets/downloads/extracted/28aa727f91fee90575c34956bab09d1716cfaf460c6afcba86a10f04a7d58b83/en-AU~ATM_LIMIT/response_3.wav', 'array': array([ 0.        ,  0.00024414, -0.00024414, ...,  0.00048828,
        0.00073242, -0.00097656]), 'sampling_rate': 8000}",what is the maximum amount of money that I can withdraw how can I increase my withdrawal limit at the cash machine,what is the maximum amount of money that I can withdraw how can I increase my withdrawal limit at the cash machine,3,2, What is the maximum amount of money that I can withdraw? How can I increase my withdrawal limit at the cash machine?,1.070068359375
155,/root/.cache/huggingface/datasets/downloads/extracted/28aa727f91fee90575c34956bab09d1716cfaf460c6afcba86a10f04a7d58b83/en-AU~ATM_LIMIT/response_1.wav,"{'path': '/root/.cache/huggingface/datasets/downloads/extracted/28aa727f91fee90575c34956bab09d1716cfaf460c6afcba86a10f04a7d58b83/en-AU~ATM_LIMIT/response_1.wav', 'array': array([0., 0., 0., ..., 0., 0., 0.]), 'sampling_rate': 8000}",what is my maximum ATM withdrawal amount,what is my maximum ATM withdrawal amount,3,2, What is my maximum ATM withdrawal amount?,0.7226419448852539
156,/root/.cache/huggingface/datasets/downloads/extracted/28aa727f91fee90575c34956bab09d1716cfaf460c6afcba86a10f04a7d58b83/en-AU~ATM_LIMIT/response_12.wav,"{'path': '/root/.cache/huggingface/datasets/downloads/extracted/28aa727f91fee90575c34956bab09d1716cfaf460c6afcba86a10f04a7d58b83/en-AU~ATM_LIMIT/response_12.wav', 'array': array([ 0.        ,  0.00024414,  0.        , ..., -0.00048828,
       -0.00024414,  0.        ]), 'sampling_rate': 8000}",hi so I'm new to the bank and at the moment I'm trying to withdraw money from my local ATM however I'm a bit unsure as to how much I can she withdraw her transaction as well as also have per day,hi so I'm new to the bank and at the moment I'm trying to withdraw money from my local ATM however I'm a bit unsure as to how much I can she withdraw her transaction as well as also have per day,3,2," Hi, so I'm new to the bank and at the moment I'm trying to withdraw money from my local ATM. However, I'm a bit unsure as to how much I can actually withdraw per transaction as well as also per day.",1.4807977676391602
157,/root/.cache/huggingface/datasets/downloads/extracted/28aa727f91fee90575c34956bab09d1716cfaf460c6afcba86a10f04a7d58b83/en-AU~ATM_LIMIT/response_13.wav,"{'path': '/root/.cache/huggingface/datasets/downloads/extracted/28aa727f91fee90575c34956bab09d1716cfaf460c6afcba86a10f04a7d58b83/en-AU~ATM_LIMIT/response_13.wav', 'array': array([ 0.        ,  0.        ,  0.        , ..., -0.00024414,
       -0.00024414,  0.        ]), 'sampling_rate': 8000}",what's the limit I can take out of my account each day,what's the limit I can take out of my account each day,3,2, What's the limit I can take out of my account each day?,0.8283753395080566
158,/root/.cache/huggingface/datasets/downloads/extracted/28aa727f91fee90575c34956bab09d1716cfaf460c6afcba86a10f04a7d58b83/en-AU~ATM_LIMIT/CA6319d93c8e3abba680d386621f450f20_2.wav,"{'path': '/root/.cache/huggingface/datasets/downloads/extracted/28aa727f91fee90575c34956bab09d1716cfaf460c6afcba86a10f04a7d58b83/en-AU~ATM_LIMIT/CA6319d93c8e3abba680d386621f450f20_2.wav', 'array': array([0., 0., 0., ..., 0., 0., 0.]), 'sampling_rate': 8000}",I want to take some money out of the ATM what's the max I can take out,I want to take some money out of the ATM what's the max I can take out,3,2, I want to take some money out of the ATM. What's the max I can take out?,0.9326221942901611
159,/root/.cache/huggingface/datasets/downloads/extracted/28aa727f91fee90575c34956bab09d1716cfaf460c6afcba86a10f04a7d58b83/en-AU~ATM_LIMIT/CA79d76abd49c4823c4540d42419ff0729_1.wav,"{'path': '/root/.cache/huggingface/datasets/downloads/extracted/28aa727f91fee90575c34956bab09d1716cfaf460c6afcba86a10f04a7d58b83/en-AU~ATM_LIMIT/CA79d76abd49c4823c4540d42419ff0729_1.wav', 'array': array([ 0.        ,  0.        ,  0.        , ..., -0.00024414,
       -0.00024414, -0.00024414]), 'sampling_rate': 8000}",I want to withdraw some money and I need to know the maximum amount that I can live for so can you tell me the amount of money that I can lick took my account,I want to withdraw some money and I need to know the maximum amount that I can live for so can you tell me the amount of money that I can lick took my account,3,2, I want to withdraw some money and I need to know the maximum amount that I can withdraw. So can you tell me the amount of money that I can withdraw from my account?,1.2515850067138672
160,/root/.cache/huggingface/datasets/downloads/extracted/28aa727f91fee90575c34956bab09d1716cfaf460c6afcba86a10f04a7d58b83/en-AU~ATM_LIMIT/CAaec5b40d07fbcd5c5cb7395867f183cd_2.wav,"{'path': '/root/.cache/huggingface/datasets/downloads/extracted/28aa727f91fee90575c34956bab09d1716cfaf460c6afcba86a10f04a7d58b83/en-AU~ATM_LIMIT/CAaec5b40d07fbcd5c5cb7395867f183cd_2.wav', 'array': array([ 0.        ,  0.        ,  0.        , ..., -0.00024414,
       -0.00024414,  0.00024414]), 'sampling_rate': 8000}",I try to withdraw some money from a machine and I'm just wondering how much I can withdraw Huawei what's what's the most I can withdraw,I try to withdraw some money from a machine and I'm just wondering how much I can withdraw Huawei what's what's the most I can withdraw,3,2," I'm trying to withdraw some money from a machine and I'm just wondering how much I can withdraw, like what's the most I can withdraw?",1.1384937763214111
161,/root/.cache/huggingface/datasets/downloads/extracted/28aa727f91fee90575c34956bab09d1716cfaf460c6afcba86a10f04a7d58b83/en-AU~ATM_LIMIT/CA293c3e7e818c4c86cf895694d0d83f9c_5.wav,"{'path': '/root/.cache/huggingface/datasets/downloads/extracted/28aa727f91fee90575c34956bab09d1716cfaf460c6afcba86a10f04a7d58b83/en-AU~ATM_LIMIT/CA293c3e7e818c4c86cf895694d0d83f9c_5.wav', 'array': array([-0.00024414, -0.00024414,  0.00024414, ..., -0.00024414,
        0.00024414,  0.00024414]), 'sampling_rate': 8000}",what is the limit at the ATM,what is the limit at the ATM,3,2, What is the limit at the ATM?,0.7116544246673584
162,/root/.cache/huggingface/datasets/downloads/extracted/28aa727f91fee90575c34956bab09d1716cfaf460c6afcba86a10f04a7d58b83/en-AU~ATM_LIMIT/response_41.wav,"{'path': '/root/.cache/huggingface/datasets/downloads/extracted/28aa727f91fee90575c34956bab09d1716cfaf460c6afcba86a10f04a7d58b83/en-AU~ATM_LIMIT/response_41.wav', 'array': array([ 0.        ,  0.        ,  0.        , ..., -0.00048828,
       -0.00048828, -0.00073242]), 'sampling_rate': 8000}",so I'm just at an ATM and I'm wondering how much can I get out of this ATM but what's the biggest amount I can get out,so I'm just at an ATM and I'm wondering how much can I get out of this ATM but what's the biggest amount I can get out,3,2, So I'm just at an ATM and I'm wondering how much can I get out of this ATM? I want to get a lot out but what's the biggest amount I can get out?,1.3179395198822021
163,/root/.cache/huggingface/datasets/downloads/extracted/28aa727f91fee90575c34956bab09d1716cfaf460c6afcba86a10f04a7d58b83/en-AU~ATM_LIMIT/response_40.wav,"{'path': '/root/.cache/huggingface/datasets/downloads/extracted/28aa727f91fee90575c34956bab09d1716cfaf460c6afcba86a10f04a7d58b83/en-AU~ATM_LIMIT/response_40.wav', 'array': array([ 0.        ,  0.00024414,  0.        , ..., -0.00024414,
        0.        ,  0.        ]), 'sampling_rate': 8000}",can you please tell me what my ATM withdrawal limit is please,can you please tell me what my ATM withdrawal limit is please,3,2," Can you please tell me what my ATM withdrawal limit is, please?",0.8178045749664307
164,/root/.cache/huggingface/datasets/downloads/extracted/28aa727f91fee90575c34956bab09d1716cfaf460c6afcba86a10f04a7d58b83/en-AU~ATM_LIMIT/response_42.wav,"{'path': '/root/.cache/huggingface/datasets/downloads/extracted/28aa727f91fee90575c34956bab09d1716cfaf460c6afcba86a10f04a7d58b83/en-AU~ATM_LIMIT/response_42.wav', 'array': array([0.        , 0.        , 0.        , ..., 0.00048828, 0.00598145,
       0.00842285]), 'sampling_rate': 8000}",how much money can I take out of the ATM at one time,how much money can I take out of the ATM at one time,3,2, How much money can I take out of the ATM at one time?,0.9388730525970459
165,/root/.cache/huggingface/datasets/downloads/extracted/28aa727f91fee90575c34956bab09d1716cfaf460c6afcba86a10f04a7d58b83/en-AU~ATM_LIMIT/response_43.wav,"{'path': '/root/.cache/huggingface/datasets/downloads/extracted/28aa727f91fee90575c34956bab09d1716cfaf460c6afcba86a10f04a7d58b83/en-AU~ATM_LIMIT/response_43.wav', 'array': array([ 0.        ,  0.        ,  0.        , ..., -0.00024414,
       -0.00024414, -0.00024414]), 'sampling_rate': 8000}",clue I'm ringing up to try and find out about what's my limit to draw cash from my from the ATM,clue I'm ringing up to try and find out about what's my limit to draw cash from my from the ATM,3,2," Hello, I'm ringing up to try and find out about what's my limit to withdraw cash from the ATM.",1.2590742111206055
166,/root/.cache/huggingface/datasets/downloads/extracted/28aa727f91fee90575c34956bab09d1716cfaf460c6afcba86a10f04a7d58b83/en-AU~ATM_LIMIT/CAb36acd3563292b3744fb5badefa16a34_2.wav,"{'path': '/root/.cache/huggingface/datasets/downloads/extracted/28aa727f91fee90575c34956bab09d1716cfaf460c6afcba86a10f04a7d58b83/en-AU~ATM_LIMIT/CAb36acd3563292b3744fb5badefa16a34_2.wav', 'array': array([-0.00024414,  0.00024414, -0.00024414, ...,  0.00024414,
        0.00024414,  0.00024414]), 'sampling_rate': 8000}",how much money can I take out of the ATM,how much money can I take out of the ATM,3,2, How much money can I take out of the ATM?,0.768474817276001
167,/root/.cache/huggingface/datasets/downloads/extracted/28aa727f91fee90575c34956bab09d1716cfaf460c6afcba86a10f04a7d58b83/en-AU~ATM_LIMIT/response_45.wav,"{'path': '/root/.cache/huggingface/datasets/downloads/extracted/28aa727f91fee90575c34956bab09d1716cfaf460c6afcba86a10f04a7d58b83/en-AU~ATM_LIMIT/response_45.wav', 'array': array([0.        , 0.        , 0.        , ..., 0.00097656, 0.0012207 ,
       0.00097656]), 'sampling_rate': 8000}",what's the limit on my credit card when I use it in an ATM,what's the limit on my credit card when I use it in an ATM,3,2, What's the limit on my credit card when I use it under an ATM?,0.8700339794158936
168,/root/.cache/huggingface/datasets/downloads/extracted/28aa727f91fee90575c34956bab09d1716cfaf460c6afcba86a10f04a7d58b83/en-AU~ATM_LIMIT/response_22.wav,"{'path': '/root/.cache/huggingface/datasets/downloads/extracted/28aa727f91fee90575c34956bab09d1716cfaf460c6afcba86a10f04a7d58b83/en-AU~ATM_LIMIT/response_22.wav', 'array': array([ 0.        ,  0.        ,  0.        , ..., -0.00402832,
       -0.00317383, -0.00268555]), 'sampling_rate': 8000}",I want to do with at the moment for my ATM and I want to do us what's the withdrawal limit of this bank and if the limit is below what I want can I increase the limit somehow please get back to me,I want to do with at the moment for my ATM and I want to do us what's the withdrawal limit of this bank and if the limit is below what I want can I increase the limit somehow please get back to me,3,2, I wanted to withdraw a significant amount from my ATM and I wanted to ask what's the withdrawal limit of this bank and if the limit is below what I want can I increase the limit somehow? Please get back to me.,1.4370925426483154
169,/root/.cache/huggingface/datasets/downloads/extracted/28aa727f91fee90575c34956bab09d1716cfaf460c6afcba86a10f04a7d58b83/en-AU~ATM_LIMIT/response_36.wav,"{'path': '/root/.cache/huggingface/datasets/downloads/extracted/28aa727f91fee90575c34956bab09d1716cfaf460c6afcba86a10f04a7d58b83/en-AU~ATM_LIMIT/response_36.wav', 'array': array([ 0.        , -0.00024414,  0.        , ...,  0.        ,
        0.        ,  0.00024414]), 'sampling_rate': 8000}",what is Maya limit at the ATM,what is Maya limit at the ATM,3,2, What is my limit at the ATM?,0.7155473232269287
170,/root/.cache/huggingface/datasets/downloads/extracted/28aa727f91fee90575c34956bab09d1716cfaf460c6afcba86a10f04a7d58b83/en-AU~ATM_LIMIT/response_37.wav,"{'path': '/root/.cache/huggingface/datasets/downloads/extracted/28aa727f91fee90575c34956bab09d1716cfaf460c6afcba86a10f04a7d58b83/en-AU~ATM_LIMIT/response_37.wav', 'array': array([ 0.        ,  0.        ,  0.        , ..., -0.0045166 ,
       -0.0045166 , -0.00402832]), 'sampling_rate': 8000}",hello I'm just trying to figure out what the withdrawal limit from an ATM is and if I can increase it's not thanks,hello I'm just trying to figure out what the withdrawal limit from an ATM is and if I can increase it's not thanks,3,2," Hello, I'm just trying to figure out what the withdrawal limit from an ATM is and if I can increase it or not. Thanks.",1.1076512336730957
171,/root/.cache/huggingface/datasets/downloads/extracted/28aa727f91fee90575c34956bab09d1716cfaf460c6afcba86a10f04a7d58b83/en-AU~ATM_LIMIT/response_23.wav,"{'path': '/root/.cache/huggingface/datasets/downloads/extracted/28aa727f91fee90575c34956bab09d1716cfaf460c6afcba86a10f04a7d58b83/en-AU~ATM_LIMIT/response_23.wav', 'array': array([ 0.        , -0.00024414,  0.        , ...,  0.        ,
        0.        ,  0.00024414]), 'sampling_rate': 8000}",hello is this the bank that I'm currently using ID like to know my current limit at the ATM as to how much money I can withdraw and if there's any way I can increase their thank you,hello is this the bank that I'm currently using ID like to know my current limit at the ATM as to how much money I can withdraw and if there's any way I can increase their thank you,3,2," Hello, is this the bank that I'm currently using? I'd like to know my current limit at the ATM as to how much money I can withdraw and if there's any way I can increase that. Thank you.",1.4299089908599854
172,/root/.cache/huggingface/datasets/downloads/extracted/28aa727f91fee90575c34956bab09d1716cfaf460c6afcba86a10f04a7d58b83/en-AU~ATM_LIMIT/response_35.wav,"{'path': '/root/.cache/huggingface/datasets/downloads/extracted/28aa727f91fee90575c34956bab09d1716cfaf460c6afcba86a10f04a7d58b83/en-AU~ATM_LIMIT/response_35.wav', 'array': array([ 0.        ,  0.        ,  0.        , ..., -0.00024414,
       -0.00024414,  0.        ]), 'sampling_rate': 8000}",hi there I'm just calling in regards to the limit at the ATM is there a way I can increase my withdrawal limit at the cash machine,hi there I'm just calling in regards to the limit at the ATM is there a way I can increase my withdrawal limit at the cash machine,3,2," Hi there, I'm just calling in regards to the limit at the ATM. Is there a way I can increase my withdrawal limit at the cash machine?",1.1636545658111572
173,/root/.cache/huggingface/datasets/downloads/extracted/28aa727f91fee90575c34956bab09d1716cfaf460c6afcba86a10f04a7d58b83/en-AU~ATM_LIMIT/response_21.wav,"{'path': '/root/.cache/huggingface/datasets/downloads/extracted/28aa727f91fee90575c34956bab09d1716cfaf460c6afcba86a10f04a7d58b83/en-AU~ATM_LIMIT/response_21.wav', 'array': array([ 0.        ,  0.        ,  0.        , ..., -0.00024414,
       -0.00024414, -0.00146484]), 'sampling_rate': 8000}",how much money in one day,how much money in one day,3,2, How much money camera we throw in one day?,0.7768282890319824
174,/root/.cache/huggingface/datasets/downloads/extracted/28aa727f91fee90575c34956bab09d1716cfaf460c6afcba86a10f04a7d58b83/en-AU~ATM_LIMIT/response_20.wav,"{'path': '/root/.cache/huggingface/datasets/downloads/extracted/28aa727f91fee90575c34956bab09d1716cfaf460c6afcba86a10f04a7d58b83/en-AU~ATM_LIMIT/response_20.wav', 'array': array([ 0.        , -0.00024414,  0.        , ...,  0.        ,
        0.        ,  0.        ]), 'sampling_rate': 8000}",cash can I withdraw at an ATM,cash can I withdraw at an ATM,3,2," Cash, can I withdraw at an ATM?",0.746185302734375
175,/root/.cache/huggingface/datasets/downloads/extracted/28aa727f91fee90575c34956bab09d1716cfaf460c6afcba86a10f04a7d58b83/en-AU~ATM_LIMIT/response_34.wav,"{'path': '/root/.cache/huggingface/datasets/downloads/extracted/28aa727f91fee90575c34956bab09d1716cfaf460c6afcba86a10f04a7d58b83/en-AU~ATM_LIMIT/response_34.wav', 'array': array([0.        , 0.        , 0.00024414, ..., 0.00048828, 0.00024414,
       0.        ]), 'sampling_rate': 8000}",I was hoping to find out what the maximum withdrawal limit is on getting money out of my debit card from an ATM,I was hoping to find out what the maximum withdrawal limit is on getting money out of my debit card from an ATM,3,2," Hello, I was hoping to find out what the maximum withdrawal limit is on getting money out of my debit card from an ATM.",1.154188632965088
176,/root/.cache/huggingface/datasets/downloads/extracted/28aa727f91fee90575c34956bab09d1716cfaf460c6afcba86a10f04a7d58b83/en-AU~ATM_LIMIT/response_18.wav,"{'path': '/root/.cache/huggingface/datasets/downloads/extracted/28aa727f91fee90575c34956bab09d1716cfaf460c6afcba86a10f04a7d58b83/en-AU~ATM_LIMIT/response_18.wav', 'array': array([-0.00024414,  0.        ,  0.        , ...,  0.        ,
        0.00024414, -0.00024414]), 'sampling_rate': 8000}",hello I'm just wondering how much money I can withdraw from the ATM machine at the moment and also what would be the maximum amount ID be allowed out her today from the machine thank you,hello I'm just wondering how much money I can withdraw from the ATM machine at the moment and also what would be the maximum amount ID be allowed out her today from the machine thank you,3,2," Hello, I'm just wondering how much money I can withdraw from the ATM machine at the moment and also what would be the maximum amount I would be allowed out per day from the machine. Thank you.",1.7966394424438477
177,/root/.cache/huggingface/datasets/downloads/extracted/28aa727f91fee90575c34956bab09d1716cfaf460c6afcba86a10f04a7d58b83/en-AU~ATM_LIMIT/response_30.wav,"{'path': '/root/.cache/huggingface/datasets/downloads/extracted/28aa727f91fee90575c34956bab09d1716cfaf460c6afcba86a10f04a7d58b83/en-AU~ATM_LIMIT/response_30.wav', 'array': array([ 0.        , -0.00024414,  0.        , ...,  0.00024414,
        0.00024414,  0.00024414]), 'sampling_rate': 8000}",hey mate I'm a fairly large transaction that I need to make in cash and I was wondering what the daily withdrawal amount was for the for the ATM and if there's any way that I might be able to increase that if it's a bit too low for what I'm looking for thanks,hey mate I'm a fairly large transaction that I need to make in cash and I was wondering what the daily withdrawal amount was for the for the ATM and if there's any way that I might be able to increase that if it's a bit too low for what I'm looking for thanks,3,2," Hey mate, I've got a fairly large transaction that I need to make in cash and I was wondering what the daily withdrawal amount was for the ATM and if there's any way that I might be able to increase that if it's a bit too low for what I'm looking for. Thanks.",1.691415786743164
178,/root/.cache/huggingface/datasets/downloads/extracted/28aa727f91fee90575c34956bab09d1716cfaf460c6afcba86a10f04a7d58b83/en-AU~ATM_LIMIT/response_24.wav,"{'path': '/root/.cache/huggingface/datasets/downloads/extracted/28aa727f91fee90575c34956bab09d1716cfaf460c6afcba86a10f04a7d58b83/en-AU~ATM_LIMIT/response_24.wav', 'array': array([0.        , 0.00024414, 0.        , ..., 0.00024414, 0.00024414,
       0.        ]), 'sampling_rate': 8000}",how much in total can I withdraw from the ATM,how much in total can I withdraw from the ATM,3,2, How much in total can I withdraw from the ATM?,0.7764039039611816
179,/root/.cache/huggingface/datasets/downloads/extracted/28aa727f91fee90575c34956bab09d1716cfaf460c6afcba86a10f04a7d58b83/en-AU~ATM_LIMIT/response_25.wav,"{'path': '/root/.cache/huggingface/datasets/downloads/extracted/28aa727f91fee90575c34956bab09d1716cfaf460c6afcba86a10f04a7d58b83/en-AU~ATM_LIMIT/response_25.wav', 'array': array([ 0.        ,  0.        ,  0.        , ..., -0.00024414,
        0.00024414,  0.        ]), 'sampling_rate': 8000}",what is the maximum amount of money I can withdraw from the ATM,what is the maximum amount of money I can withdraw from the ATM,3,2, What is the maximum amount of money I can withdraw from the ATM?,0.8190903663635254
180,/root/.cache/huggingface/datasets/downloads/extracted/28aa727f91fee90575c34956bab09d1716cfaf460c6afcba86a10f04a7d58b83/en-AU~ATM_LIMIT/response_31.wav,"{'path': '/root/.cache/huggingface/datasets/downloads/extracted/28aa727f91fee90575c34956bab09d1716cfaf460c6afcba86a10f04a7d58b83/en-AU~ATM_LIMIT/response_31.wav', 'array': array([ 0.        ,  0.        ,  0.        , ...,  0.        ,
        0.00024414, -0.00024414]), 'sampling_rate': 8000}",what's the maximum amount of money actor withdraw,what's the maximum amount of money actor withdraw,3,2, What's the maximum amount of money I can withdraw?,0.7817771434783936
181,/root/.cache/huggingface/datasets/downloads/extracted/28aa727f91fee90575c34956bab09d1716cfaf460c6afcba86a10f04a7d58b83/en-AU~ATM_LIMIT/response_19.wav,"{'path': '/root/.cache/huggingface/datasets/downloads/extracted/28aa727f91fee90575c34956bab09d1716cfaf460c6afcba86a10f04a7d58b83/en-AU~ATM_LIMIT/response_19.wav', 'array': array([ 0.00024414, -0.00024414,  0.        , ...,  0.        ,
        0.        ,  0.        ]), 'sampling_rate': 8000}",what is the maximum I can withdraw please from a cash machine,what is the maximum I can withdraw please from a cash machine,3,2, What is the maximum I can withdraw please from a cash machine?,0.8082866668701172
182,/root/.cache/huggingface/datasets/downloads/extracted/28aa727f91fee90575c34956bab09d1716cfaf460c6afcba86a10f04a7d58b83/en-AU~ATM_LIMIT/response_8.wav,"{'path': '/root/.cache/huggingface/datasets/downloads/extracted/28aa727f91fee90575c34956bab09d1716cfaf460c6afcba86a10f04a7d58b83/en-AU~ATM_LIMIT/response_8.wav', 'array': array([0.        , 0.        , 0.        , ..., 0.00024414, 0.00024414,
       0.        ]), 'sampling_rate': 8000}",what is the maximum withdrawal from ATM,what is the maximum withdrawal from ATM,3,2, What is the maximum withdrawal limit at the ATM?,0.7532024383544922
183,/root/.cache/huggingface/datasets/downloads/extracted/28aa727f91fee90575c34956bab09d1716cfaf460c6afcba86a10f04a7d58b83/en-AU~ATM_LIMIT/response_27.wav,"{'path': '/root/.cache/huggingface/datasets/downloads/extracted/28aa727f91fee90575c34956bab09d1716cfaf460c6afcba86a10f04a7d58b83/en-AU~ATM_LIMIT/response_27.wav', 'array': array([0.        , 0.        , 0.00024414, ..., 0.00366211, 0.00341797,
       0.00366211]), 'sampling_rate': 8000}",I like to withdraw money from the cash machine but what is the limit can you tell me how much money I can withdraw,I like to withdraw money from the cash machine but what is the limit can you tell me how much money I can withdraw,3,2," I'd like to withdraw money from the cash machine, but what is the limit? Can you tell me how much money I can withdraw?",1.1010522842407227
184,/root/.cache/huggingface/datasets/downloads/extracted/28aa727f91fee90575c34956bab09d1716cfaf460c6afcba86a10f04a7d58b83/en-AU~ATM_LIMIT/response_33.wav,"{'path': '/root/.cache/huggingface/datasets/downloads/extracted/28aa727f91fee90575c34956bab09d1716cfaf460c6afcba86a10f04a7d58b83/en-AU~ATM_LIMIT/response_33.wav', 'array': array([0.        , 0.00024414, 0.        , ..., 0.07214355, 0.0682373 ,
       0.0604248 ]), 'sampling_rate': 8000}",good morning I would leave I would like to know,good morning I would leave I would like to know,3,2, Good morning. I would like to know how much I can withdraw using my card at an ATM. The reason I would like to know is so that I don't make it overdrawn amount and be charged an extra fee. Thank you.,1.4864671230316162
185,/root/.cache/huggingface/datasets/downloads/extracted/28aa727f91fee90575c34956bab09d1716cfaf460c6afcba86a10f04a7d58b83/en-AU~ATM_LIMIT/response_32.wav,"{'path': '/root/.cache/huggingface/datasets/downloads/extracted/28aa727f91fee90575c34956bab09d1716cfaf460c6afcba86a10f04a7d58b83/en-AU~ATM_LIMIT/response_32.wav', 'array': array([0.        , 0.        , 0.        , ..., 0.00024414, 0.        ,
       0.00024414]), 'sampling_rate': 8000}",I'm just wondering what's the maximum amount that I can withdraw from the ATM,I'm just wondering what's the maximum amount that I can withdraw from the ATM,3,2, I'm just wondering what the maximum amount is that I can withdraw from the ATM.,0.8860249519348145
186,/root/.cache/huggingface/datasets/downloads/extracted/28aa727f91fee90575c34956bab09d1716cfaf460c6afcba86a10f04a7d58b83/en-AU~ATM_LIMIT/response_26.wav,"{'path': '/root/.cache/huggingface/datasets/downloads/extracted/28aa727f91fee90575c34956bab09d1716cfaf460c6afcba86a10f04a7d58b83/en-AU~ATM_LIMIT/response_26.wav', 'array': array([ 0.        ,  0.00024414, -0.00024414, ..., -0.00048828,
        0.00073242,  0.00024414]), 'sampling_rate': 8000}",hello how's this wondering how much money can I withdraw,hello how's this wondering how much money can I withdraw,3,2," Hello, I was just wondering how much money can I withdraw?",0.8039803504943848
187,/root/.cache/huggingface/datasets/downloads/extracted/28aa727f91fee90575c34956bab09d1716cfaf460c6afcba86a10f04a7d58b83/en-AU~ATM_LIMIT/response_9.wav,"{'path': '/root/.cache/huggingface/datasets/downloads/extracted/28aa727f91fee90575c34956bab09d1716cfaf460c6afcba86a10f04a7d58b83/en-AU~ATM_LIMIT/response_9.wav', 'array': array([ 0.00024414,  0.        ,  0.        , ...,  0.00048828,
       -0.00073242,  0.00048828]), 'sampling_rate': 8000}",hi I just wanted to choir about the limit of my ATM withdrawal them at my atm I just wanted to just double check say how much I can ask you withdraw so thank you,hi I just wanted to choir about the limit of my ATM withdrawal them at my atm I just wanted to just double check say how much I can ask you withdraw so thank you,3,2," Hi, I just want to inquire about the limit of my ATM, the withdrawal limit of my ATM. I just wanted to just double check to see how much I can actually withdraw. So yep, thank you.",2.2472660541534424
188,/root/.cache/huggingface/datasets/downloads/extracted/28aa727f91fee90575c34956bab09d1716cfaf460c6afcba86a10f04a7d58b83/en-AU~ADDRESS/response_4.wav,"{'path': '/root/.cache/huggingface/datasets/downloads/extracted/28aa727f91fee90575c34956bab09d1716cfaf460c6afcba86a10f04a7d58b83/en-AU~ADDRESS/response_4.wav', 'array': array([0.        , 0.        , 0.        , ..., 0.        , 0.        ,
       0.00024414]), 'sampling_rate': 8000}",I will like to change my address,I will like to change my address,1,2, I would like to change my address.,0.958315372467041
189,/root/.cache/huggingface/datasets/downloads/extracted/28aa727f91fee90575c34956bab09d1716cfaf460c6afcba86a10f04a7d58b83/en-AU~ADDRESS/CA470ecf07dc82292d029679a0c3586f67_2.wav,"{'path': '/root/.cache/huggingface/datasets/downloads/extracted/28aa727f91fee90575c34956bab09d1716cfaf460c6afcba86a10f04a7d58b83/en-AU~ADDRESS/CA470ecf07dc82292d029679a0c3586f67_2.wav', 'array': array([ 0.00024414, -0.00024414, -0.00024414, ...,  0.00024414,
        0.00024414,  0.00024414]), 'sampling_rate': 8000}",I need to change my address,I need to change my address,1,2, I need to change my address.,0.6980760097503662
190,/root/.cache/huggingface/datasets/downloads/extracted/28aa727f91fee90575c34956bab09d1716cfaf460c6afcba86a10f04a7d58b83/en-AU~ADDRESS/response_16.wav,"{'path': '/root/.cache/huggingface/datasets/downloads/extracted/28aa727f91fee90575c34956bab09d1716cfaf460c6afcba86a10f04a7d58b83/en-AU~ADDRESS/response_16.wav', 'array': array([ 0.00024414,  0.        , -0.00024414, ...,  0.02819824,
        0.02282715,  0.01794434]), 'sampling_rate': 8000}",I want to change my address,I want to change my address,1,2, I want to change my address.,0.7045345306396484
191,/root/.cache/huggingface/datasets/downloads/extracted/28aa727f91fee90575c34956bab09d1716cfaf460c6afcba86a10f04a7d58b83/en-AU~ADDRESS/response_5.wav,"{'path': '/root/.cache/huggingface/datasets/downloads/extracted/28aa727f91fee90575c34956bab09d1716cfaf460c6afcba86a10f04a7d58b83/en-AU~ADDRESS/response_5.wav', 'array': array([ 0.        ,  0.        ,  0.        , ...,  0.        ,
       -0.00244141,  0.00268555]), 'sampling_rate': 8000}",I want to change my address,I want to change my address,1,2, I want to change my address.,0.6992948055267334
192,/root/.cache/huggingface/datasets/downloads/extracted/28aa727f91fee90575c34956bab09d1716cfaf460c6afcba86a10f04a7d58b83/en-AU~ADDRESS/response_7.wav,"{'path': '/root/.cache/huggingface/datasets/downloads/extracted/28aa727f91fee90575c34956bab09d1716cfaf460c6afcba86a10f04a7d58b83/en-AU~ADDRESS/response_7.wav', 'array': array([ 0.00024414,  0.        ,  0.        , ...,  0.        ,
       -0.00048828,  0.00048828]), 'sampling_rate': 8000}",I can I there I have just recently moved house and ID like some assistants please with changing my address that's ok,I can I there I have just recently moved house and ID like some assistants please with changing my address that's ok,1,2," G'day there, I've just recently moved house and I'd like some assistance please with changing my address if that's okay.",1.102156639099121
