path,audio,transcription,english_transcription,intent_class,lang_id,intent_class_interpret,file_format,sampling_rate_ori,duration,wav2vec_predicted,wav2vec_inference_time
/root/.cache/huggingface/datasets/downloads/extracted/28aa727f91fee90575c34956bab09d1716cfaf460c6afcba86a10f04a7d58b83/en-US~FREEZE/602bad6cbb1e6d0fbce921f8.wav,"{'path': '/root/.cache/huggingface/datasets/downloads/extracted/28aa727f91fee90575c34956bab09d1716cfaf460c6afcba86a10f04a7d58b83/en-US~FREEZE/602bad6cbb1e6d0fbce921f8.wav', 'array': array([ 0.        ,  0.        ,  0.        , ..., -0.00024414,
        0.00024414,  0.        ]), 'sampling_rate': 8000}",see the security hold put on my card,see the security hold put on my card,9,4,freeze,wav,8000,4.778639455782313,I NEED A SECURITY HOLD PUT ON MY CARD,I NEED A SECURITY HOLD PUT ON MY CARD
/root/.cache/huggingface/datasets/downloads/extracted/28aa727f91fee90575c34956bab09d1716cfaf460c6afcba86a10f04a7d58b83/en-US~FREEZE/602ba47f05f96973d679442e.wav,"{'path': '/root/.cache/huggingface/datasets/downloads/extracted/28aa727f91fee90575c34956bab09d1716cfaf460c6afcba86a10f04a7d58b83/en-US~FREEZE/602ba47f05f96973d679442e.wav', 'array': array([ 0.        ,  0.        , -0.00024414, ...,  0.        ,
        0.00024414,  0.        ]), 'sampling_rate': 8000}",can I freeze my card,can I freeze my card,9,4,freeze,wav,8000,3.413378684807256,CAN I PLEASE MY CARD,CAN I PLEASE MY CARD
/root/.cache/huggingface/datasets/downloads/extracted/28aa727f91fee90575c34956bab09d1716cfaf460c6afcba86a10f04a7d58b83/en-US~FREEZE/602ba7375f67b421554f642a.wav,"{'path': '/root/.cache/huggingface/datasets/downloads/extracted/28aa727f91fee90575c34956bab09d1716cfaf460c6afcba86a10f04a7d58b83/en-US~FREEZE/602ba7375f67b421554f642a.wav', 'array': array([-0.00024414, -0.00024414, -0.00024414, ...,  0.00048828,
        0.00073242,  0.0012207 ]), 'sampling_rate': 8000}",I need to freeze my card,I need to freeze my card,9,4,freeze,wav,8000,2.986666666666667,AND ESO FREEZE MY CARD,AND ESO FREEZE MY CARD
/root/.cache/huggingface/datasets/downloads/extracted/28aa727f91fee90575c34956bab09d1716cfaf460c6afcba86a10f04a7d58b83/en-US~FREEZE/602b9c29bb1e6d0fbce91f79.wav,"{'path': '/root/.cache/huggingface/datasets/downloads/extracted/28aa727f91fee90575c34956bab09d1716cfaf460c6afcba86a10f04a7d58b83/en-US~FREEZE/602b9c29bb1e6d0fbce91f79.wav', 'array': array([ 0.        ,  0.        ,  0.        , ...,  0.        ,
       -0.00024414,  0.00024414]), 'sampling_rate': 8000}",honey I like to freeze my card,honey I like to freeze my card,9,4,freeze,wav,8000,4.949387755102041,I I LIKE TO FRAZE MY CAR TANT YO BLOCK EH,I I LIKE TO FRAZE MY CAR TANT YO BLOCK EH
/root/.cache/huggingface/datasets/downloads/extracted/28aa727f91fee90575c34956bab09d1716cfaf460c6afcba86a10f04a7d58b83/en-US~FREEZE/602ba3cc963e11ccd901cc7b.wav,"{'path': '/root/.cache/huggingface/datasets/downloads/extracted/28aa727f91fee90575c34956bab09d1716cfaf460c6afcba86a10f04a7d58b83/en-US~FREEZE/602ba3cc963e11ccd901cc7b.wav', 'array': array([0.        , 0.        , 0.        , ..., 0.        , 0.00024414,
       0.        ]), 'sampling_rate': 8000}",freeze my card,freeze my card,9,4,freeze,wav,8000,3.0720181405895692,PHRASE MY CARD,PHRASE MY CARD
/root/.cache/huggingface/datasets/downloads/extracted/28aa727f91fee90575c34956bab09d1716cfaf460c6afcba86a10f04a7d58b83/en-US~FREEZE/602b98ec05f96973d67943a0.wav,"{'path': '/root/.cache/huggingface/datasets/downloads/extracted/28aa727f91fee90575c34956bab09d1716cfaf460c6afcba86a10f04a7d58b83/en-US~FREEZE/602b98ec05f96973d67943a0.wav', 'array': array([0.        , 0.        , 0.        , ..., 0.00073242, 0.00048828,
       0.00048828]), 'sampling_rate': 8000}",could you please freeze my card and make sure no transaction happens melim,could you please freeze my card and make sure no transaction happens melim,9,4,freeze,wav,8000,8.545034013605441,COULD YOU PLEASE FREEZE MY CARD AND MAKE SURE NO TRANSACTIONS HAPPEN FROM NAAN,COULD YOU PLEASE FREEZE MY CARD AND MAKE SURE NO TRANSACTIONS HAPPEN FROM NAAN
/root/.cache/huggingface/datasets/downloads/extracted/28aa727f91fee90575c34956bab09d1716cfaf460c6afcba86a10f04a7d58b83/en-US~FREEZE/602baa075f67b421554f645f.wav,"{'path': '/root/.cache/huggingface/datasets/downloads/extracted/28aa727f91fee90575c34956bab09d1716cfaf460c6afcba86a10f04a7d58b83/en-US~FREEZE/602baa075f67b421554f645f.wav', 'array': array([0.        , 0.        , 0.        , ..., 0.00024414, 0.00048828,
       0.00073242]), 'sampling_rate': 8000}",hello GIF I'm going cuz my card got stolen I would like to stop all transactions for my car completely,hello GIF I'm going cuz my card got stolen I would like to stop all transactions for my car completely,9,4,freeze,wav,8000,17.925759637188207,HALLO YES I'M CLAIN CAUS MY CARD GOOD STALLEN YES YES IT'S AN ARDANT SITUATION I'LD LIKE TO STOP ALL TRANSACTIONS FROM MY CARD YES FREEZE IT COMPLETELY AUC THANK YOU BY,HALLO YES I'M CLAIN CAUS MY CARD GOOD STALLEN YES YES IT'S AN ARDANT SITUATION I'LD LIKE TO STOP ALL TRANSACTIONS FROM MY CARD YES FREEZE IT COMPLETELY AUC THANK YOU BY
/root/.cache/huggingface/datasets/downloads/extracted/28aa727f91fee90575c34956bab09d1716cfaf460c6afcba86a10f04a7d58b83/en-US~FREEZE/602baf3cbb1e6d0fbce922b3.wav,"{'path': '/root/.cache/huggingface/datasets/downloads/extracted/28aa727f91fee90575c34956bab09d1716cfaf460c6afcba86a10f04a7d58b83/en-US~FREEZE/602baf3cbb1e6d0fbce922b3.wav', 'array': array([0.        , 0.        , 0.        , ..., 0.        , 0.00024414,
       0.        ]), 'sampling_rate': 8000}",I'd like to place a freeze on my card,I'd like to place a freeze on my card,9,4,freeze,wav,8000,3.3280272108843536,I'D LIKE TO PLAY THE FRIEZE ON MY GUARD,I'D LIKE TO PLAY THE FRIEZE ON MY GUARD
/root/.cache/huggingface/datasets/downloads/extracted/28aa727f91fee90575c34956bab09d1716cfaf460c6afcba86a10f04a7d58b83/en-US~FREEZE/602bafaa5f67b421554f64dd.wav,"{'path': '/root/.cache/huggingface/datasets/downloads/extracted/28aa727f91fee90575c34956bab09d1716cfaf460c6afcba86a10f04a7d58b83/en-US~FREEZE/602bafaa5f67b421554f64dd.wav', 'array': array([ 0.00024414,  0.00024414, -0.00024414, ...,  0.        ,
        0.        ,  0.        ]), 'sampling_rate': 8000}",hi I was wondering if there was a way that you could freeze my card for me I need to stop all transaction to my account right now,hi I was wondering if there was a way that you could freeze my card for me I need to stop all transaction to my account right now,9,4,freeze,wav,8000,14.506666666666666,I I WAS WONDERING IF THERE WAS THE WAY THAT YOU COULD FREEZE MY CARD FOR ME I NEED TO STOP ON ALL TRANSACTION TO MY ACCOUNT RIGHT NOW,I I WAS WONDERING IF THERE WAS THE WAY THAT YOU COULD FREEZE MY CARD FOR ME I NEED TO STOP ON ALL TRANSACTION TO MY ACCOUNT RIGHT NOW
/root/.cache/huggingface/datasets/downloads/extracted/28aa727f91fee90575c34956bab09d1716cfaf460c6afcba86a10f04a7d58b83/en-US~FREEZE/602baf2b5f67b421554f64d1.wav,"{'path': '/root/.cache/huggingface/datasets/downloads/extracted/28aa727f91fee90575c34956bab09d1716cfaf460c6afcba86a10f04a7d58b83/en-US~FREEZE/602baf2b5f67b421554f64d1.wav', 'array': array([ 0.        , -0.00024414,  0.        , ...,  0.        ,
        0.00024414,  0.00048828]), 'sampling_rate': 8000}",freeze my card,freeze my card,9,4,freeze,wav,8000,3.2426303854875282,FREEZE MY CARRNT,FREEZE MY CARRNT
/root/.cache/huggingface/datasets/downloads/extracted/28aa727f91fee90575c34956bab09d1716cfaf460c6afcba86a10f04a7d58b83/en-US~FREEZE/602baed5bb1e6d0fbce92287.wav,"{'path': '/root/.cache/huggingface/datasets/downloads/extracted/28aa727f91fee90575c34956bab09d1716cfaf460c6afcba86a10f04a7d58b83/en-US~FREEZE/602baed5bb1e6d0fbce92287.wav', 'array': array([0.        , 0.        , 0.        , ..., 0.00744629, 0.00500488,
       0.0045166 ]), 'sampling_rate': 8000}",freeze my debit card I want to stop at all transactions coming in please lock my car,freeze my debit card I want to stop at all transactions coming in please lock my car,9,4,freeze,wav,8000,9.898639455782313,I WENT TO FREEZE MY DEBIT CARRENT I WENT OPTLVE TRANSACTIONS COMING IN PLEASE BLACK MY CART,I WENT TO FREEZE MY DEBIT CARRENT I WENT OPTLVE TRANSACTIONS COMING IN PLEASE BLACK MY CART
/root/.cache/huggingface/datasets/downloads/extracted/28aa727f91fee90575c34956bab09d1716cfaf460c6afcba86a10f04a7d58b83/en-US~FREEZE/602bb461963e11ccd901ce54.wav,"{'path': '/root/.cache/huggingface/datasets/downloads/extracted/28aa727f91fee90575c34956bab09d1716cfaf460c6afcba86a10f04a7d58b83/en-US~FREEZE/602bb461963e11ccd901ce54.wav', 'array': array([0., 0., 0., ..., 0., 0., 0.]), 'sampling_rate': 8000}",I would like you to freeze all transactions on my card please,I would like you to freeze all transactions on my card please,9,4,freeze,wav,8000,5.802630385487529,I I WOULD LIKE YOU TO FREEZE ALL TRANSACTIONS ON MY CARD PLEASE,I I WOULD LIKE YOU TO FREEZE ALL TRANSACTIONS ON MY CARD PLEASE
/root/.cache/huggingface/datasets/downloads/extracted/28aa727f91fee90575c34956bab09d1716cfaf460c6afcba86a10f04a7d58b83/en-US~FREEZE/602baf5dbb1e6d0fbce922ba.wav,"{'path': '/root/.cache/huggingface/datasets/downloads/extracted/28aa727f91fee90575c34956bab09d1716cfaf460c6afcba86a10f04a7d58b83/en-US~FREEZE/602baf5dbb1e6d0fbce922ba.wav', 'array': array([ 0.00024414, -0.00024414,  0.        , ...,  0.00024414,
       -0.00024414,  0.00024414]), 'sampling_rate': 8000}",I'd like to freeze my card,I'd like to freeze my card,9,4,freeze,wav,8000,3.901043083900227,I'D LIKE TO FREEZE MY CARD,I'D LIKE TO FREEZE MY CARD
/root/.cache/huggingface/datasets/downloads/extracted/28aa727f91fee90575c34956bab09d1716cfaf460c6afcba86a10f04a7d58b83/en-US~FREEZE/602ba5c75f67b421554f640d.wav,"{'path': '/root/.cache/huggingface/datasets/downloads/extracted/28aa727f91fee90575c34956bab09d1716cfaf460c6afcba86a10f04a7d58b83/en-US~FREEZE/602ba5c75f67b421554f640d.wav', 'array': array([ 0.        , -0.00024414,  0.        , ..., -0.00024414,
       -0.00024414,  0.        ]), 'sampling_rate': 8000}",I lost my card and need to freeze my account,I lost my card and need to freeze my account,9,4,freeze,wav,8000,5.572789115646258,I LOST MY CARD AND MEAN TO FREEZE MY ACCOUNT,I LOST MY CARD AND MEAN TO FREEZE MY ACCOUNT
/root/.cache/huggingface/datasets/downloads/extracted/28aa727f91fee90575c34956bab09d1716cfaf460c6afcba86a10f04a7d58b83/en-US~FREEZE/602b9e2abb1e6d0fbce91fb5.wav,"{'path': '/root/.cache/huggingface/datasets/downloads/extracted/28aa727f91fee90575c34956bab09d1716cfaf460c6afcba86a10f04a7d58b83/en-US~FREEZE/602b9e2abb1e6d0fbce91fb5.wav', 'array': array([0.        , 0.00024414, 0.        , ..., 0.00744629, 0.00500488,
       0.00500488]), 'sampling_rate': 8000}",I want to see freezing my card,I want to see freezing my card,9,4,freeze,wav,8000,4.829750566893424,I WANT TO PLACE A FRIEZE ON MY CARD,I WANT TO PLACE A FRIEZE ON MY CARD
/root/.cache/huggingface/datasets/downloads/extracted/28aa727f91fee90575c34956bab09d1716cfaf460c6afcba86a10f04a7d58b83/en-US~FREEZE/602ba34c05f96973d679441b.wav,"{'path': '/root/.cache/huggingface/datasets/downloads/extracted/28aa727f91fee90575c34956bab09d1716cfaf460c6afcba86a10f04a7d58b83/en-US~FREEZE/602ba34c05f96973d679441b.wav', 'array': array([-0.00024414,  0.        ,  0.        , ..., -0.0045166 ,
       -0.00402832, -0.00073242]), 'sampling_rate': 8000}",hello my wallet is stolen and I'd like to put a block on my card,hello my wallet is stolen and I'd like to put a block on my card,9,4,freeze,wav,8000,8.19201814058957,HELLO MY WALE ITEN STOLIN AND I'D LIKE TO PUT A BLACK ON MY CART,HELLO MY WALE ITEN STOLIN AND I'D LIKE TO PUT A BLACK ON MY CART
/root/.cache/huggingface/datasets/downloads/extracted/28aa727f91fee90575c34956bab09d1716cfaf460c6afcba86a10f04a7d58b83/en-US~FREEZE/602ba8da963e11ccd901cd24.wav,"{'path': '/root/.cache/huggingface/datasets/downloads/extracted/28aa727f91fee90575c34956bab09d1716cfaf460c6afcba86a10f04a7d58b83/en-US~FREEZE/602ba8da963e11ccd901cd24.wav', 'array': array([0.00024414, 0.        , 0.00024414, ..., 0.00073242, 0.00146484,
       0.        ]), 'sampling_rate': 8000}",freeze my card immediately cease all purchases,freeze my card immediately cease all purchases,9,4,freeze,wav,8000,7.168027210884354,A FRASE MY CARD IMMEDIATELY AH I CREASE ALL PURCHASES,A FRASE MY CARD IMMEDIATELY AH I CREASE ALL PURCHASES
/root/.cache/huggingface/datasets/downloads/extracted/28aa727f91fee90575c34956bab09d1716cfaf460c6afcba86a10f04a7d58b83/en-US~FREEZE/602baa8e963e11ccd901cd6d.wav,"{'path': '/root/.cache/huggingface/datasets/downloads/extracted/28aa727f91fee90575c34956bab09d1716cfaf460c6afcba86a10f04a7d58b83/en-US~FREEZE/602baa8e963e11ccd901cd6d.wav', 'array': array([-0.00024414,  0.        ,  0.        , ..., -0.00024414,
       -0.00024414, -0.00024414]), 'sampling_rate': 8000}",I'm having some fun and I'm wondering if you are able to freeze it,I'm having some fun and I'm wondering if you are able to freeze it,9,4,freeze,wav,8000,8.874648526077097,OH OH O HAV SEEN SOME FLARGEN TRANSACTIONS OF MY CART I'M WONDERING IF YOU ARE ABLE TO PHRASE IT,OH OH O HAV SEEN SOME FLARGEN TRANSACTIONS OF MY CART I'M WONDERING IF YOU ARE ABLE TO PHRASE IT
/root/.cache/huggingface/datasets/downloads/extracted/28aa727f91fee90575c34956bab09d1716cfaf460c6afcba86a10f04a7d58b83/en-US~FREEZE/602ba4c2963e11ccd901cc9d.wav,"{'path': '/root/.cache/huggingface/datasets/downloads/extracted/28aa727f91fee90575c34956bab09d1716cfaf460c6afcba86a10f04a7d58b83/en-US~FREEZE/602ba4c2963e11ccd901cc9d.wav', 'array': array([ 0.        ,  0.        ,  0.        , ..., -0.0045166 ,
        0.0012207 ,  0.00097656]), 'sampling_rate': 8000}",there has been an issue with my card and I would like to breathe,there has been an issue with my card and I would like to breathe,9,4,freeze,wav,8000,8.362630385487527,THERE HAS BEEN AN ISSUE OF MY CARD AND I WOULD LIKE TO FREE OF MY CARD PLEASE,THERE HAS BEEN AN ISSUE OF MY CARD AND I WOULD LIKE TO FREE OF MY CARD PLEASE
/root/.cache/huggingface/datasets/downloads/extracted/28aa727f91fee90575c34956bab09d1716cfaf460c6afcba86a10f04a7d58b83/en-US~FREEZE/602b997e963e11ccd901cbb5.wav,"{'path': '/root/.cache/huggingface/datasets/downloads/extracted/28aa727f91fee90575c34956bab09d1716cfaf460c6afcba86a10f04a7d58b83/en-US~FREEZE/602b997e963e11ccd901cbb5.wav', 'array': array([ 0.        ,  0.        ,  0.        , ..., -0.00024414,
       -0.00097656, -0.00024414]), 'sampling_rate': 8000}",hello I just ate only lost my card at the airport will you be able to stop listen to increase the card,hello I just ate only lost my card at the airport will you be able to stop listen to increase the card,9,4,freeze,wav,8000,9.386666666666667,HELLO I JUST RECENTLY LOST MY CARD AT THE AIRPORT WILL YOU BE ABLE TO STOP HOLITRATACTIONS AND FREEZE THE CARD THANK YOU,HELLO I JUST RECENTLY LOST MY CARD AT THE AIRPORT WILL YOU BE ABLE TO STOP HOLITRATACTIONS AND FREEZE THE CARD THANK YOU
/root/.cache/huggingface/datasets/downloads/extracted/28aa727f91fee90575c34956bab09d1716cfaf460c6afcba86a10f04a7d58b83/en-US~FREEZE/602ba4f3bb1e6d0fbce92058.wav,"{'path': '/root/.cache/huggingface/datasets/downloads/extracted/28aa727f91fee90575c34956bab09d1716cfaf460c6afcba86a10f04a7d58b83/en-US~FREEZE/602ba4f3bb1e6d0fbce92058.wav', 'array': array([ 0.        ,  0.        ,  0.        , ..., -0.00073242,
        0.        ,  0.00268555]), 'sampling_rate': 8000}",hey some dude got a hold of my car and I want fries all transactions on that,hey some dude got a hold of my car and I want fries all transactions on that,9,4,freeze,wav,8000,6.4,EY SOME DO GOT A OLD IN MY CAR IT I WAS WONDERING EFRESE ALL TRANSACTIONS ON THAT,EY SOME DO GOT A OLD IN MY CAR IT I WAS WONDERING EFRESE ALL TRANSACTIONS ON THAT
/root/.cache/huggingface/datasets/downloads/extracted/28aa727f91fee90575c34956bab09d1716cfaf460c6afcba86a10f04a7d58b83/en-US~FREEZE/602baeccbb1e6d0fbce92285.wav,"{'path': '/root/.cache/huggingface/datasets/downloads/extracted/28aa727f91fee90575c34956bab09d1716cfaf460c6afcba86a10f04a7d58b83/en-US~FREEZE/602baeccbb1e6d0fbce92285.wav', 'array': array([0.        , 0.        , 0.00024414, ..., 0.0012207 , 0.0012207 ,
       0.00097656]), 'sampling_rate': 8000}",I would like to stop all transactions on my card,I would like to stop all transactions on my card,9,4,freeze,wav,8000,3.3280272108843536,I WOULD LIKE TO STOP ALL TRANSACTIONS ON MY CART,I WOULD LIKE TO STOP ALL TRANSACTIONS ON MY CART
/root/.cache/huggingface/datasets/downloads/extracted/28aa727f91fee90575c34956bab09d1716cfaf460c6afcba86a10f04a7d58b83/en-US~FREEZE/602baed6963e11ccd901ce0f.wav,"{'path': '/root/.cache/huggingface/datasets/downloads/extracted/28aa727f91fee90575c34956bab09d1716cfaf460c6afcba86a10f04a7d58b83/en-US~FREEZE/602baed6963e11ccd901ce0f.wav', 'array': array([0., 0., 0., ..., 0., 0., 0.]), 'sampling_rate': 8000}",please stop all transactions on my card,please stop all transactions on my card,9,4,freeze,wav,8000,4.693378684807256,PLEASE STOP ALL TRANSACTIONS ON MY CHORD,PLEASE STOP ALL TRANSACTIONS ON MY CHORD
/root/.cache/huggingface/datasets/downloads/extracted/28aa727f91fee90575c34956bab09d1716cfaf460c6afcba86a10f04a7d58b83/en-US~FREEZE/602b9d1405f96973d67943e4.wav,"{'path': '/root/.cache/huggingface/datasets/downloads/extracted/28aa727f91fee90575c34956bab09d1716cfaf460c6afcba86a10f04a7d58b83/en-US~FREEZE/602b9d1405f96973d67943e4.wav', 'array': array([ 0.        ,  0.        ,  0.        , ...,  0.00024414,
        0.        , -0.00024414]), 'sampling_rate': 8000}",I need to put a freeze on my card,I need to put a freeze on my card,9,4,freeze,wav,8000,3.7546485260770974,I NEED TO PUT FREEZE ON MY PART,I NEED TO PUT FREEZE ON MY PART
/root/.cache/huggingface/datasets/downloads/extracted/28aa727f91fee90575c34956bab09d1716cfaf460c6afcba86a10f04a7d58b83/en-US~FREEZE/602baece05f96973d6794506.wav,"{'path': '/root/.cache/huggingface/datasets/downloads/extracted/28aa727f91fee90575c34956bab09d1716cfaf460c6afcba86a10f04a7d58b83/en-US~FREEZE/602baece05f96973d6794506.wav', 'array': array([0., 0., 0., ..., 0., 0., 0.]), 'sampling_rate': 8000}",I need a freeze my card,I need a freeze my card,9,4,freeze,wav,8000,3.498639455782313,I NEED A BREEZE LIKE AUR,I NEED A BREEZE LIKE AUR
/root/.cache/huggingface/datasets/downloads/extracted/28aa727f91fee90575c34956bab09d1716cfaf460c6afcba86a10f04a7d58b83/en-US~FREEZE/602bab1abb1e6d0fbce92184.wav,"{'path': '/root/.cache/huggingface/datasets/downloads/extracted/28aa727f91fee90575c34956bab09d1716cfaf460c6afcba86a10f04a7d58b83/en-US~FREEZE/602bab1abb1e6d0fbce92184.wav', 'array': array([0.        , 0.00024414, 0.        , ..., 0.00024414, 0.        ,
       0.        ]), 'sampling_rate': 8000}",please freeze all transactions on my card,please freeze all transactions on my card,9,4,freeze,wav,8000,5.290657596371882,PLEASE FREEZE ALL TRANSACTIONS ON MY CARD,PLEASE FREEZE ALL TRANSACTIONS ON MY CARD
/root/.cache/huggingface/datasets/downloads/extracted/28aa727f91fee90575c34956bab09d1716cfaf460c6afcba86a10f04a7d58b83/en-US~FREEZE/602baf3f963e11ccd901ce35.wav,"{'path': '/root/.cache/huggingface/datasets/downloads/extracted/28aa727f91fee90575c34956bab09d1716cfaf460c6afcba86a10f04a7d58b83/en-US~FREEZE/602baf3f963e11ccd901ce35.wav', 'array': array([-0.00024414, -0.00024414,  0.        , ...,  0.00024414,
        0.00048828, -0.00048828]), 'sampling_rate': 8000}",read card all transaction,read card all transaction,9,4,freeze,wav,8000,5.479909297052155,BREEZE CARD ALL TRANSACTION,BREEZE CARD ALL TRANSACTION
/root/.cache/huggingface/datasets/downloads/extracted/28aa727f91fee90575c34956bab09d1716cfaf460c6afcba86a10f04a7d58b83/en-US~FREEZE/602ba8f705f96973d6794493.wav,"{'path': '/root/.cache/huggingface/datasets/downloads/extracted/28aa727f91fee90575c34956bab09d1716cfaf460c6afcba86a10f04a7d58b83/en-US~FREEZE/602ba8f705f96973d6794493.wav', 'array': array([ 0.00024414,  0.        ,  0.        , ..., -0.00024414,
        0.        ,  0.00024414]), 'sampling_rate': 8000}",hi I'm just calling because I would like to immediately leave my car. My card I would like it to just be cancelled really because I broke my car in the womb,hi I'm just calling because I would like to immediately leave my car. My card I would like it to just be cancelled really because I broke my car in the womb,9,4,freeze,wav,8000,26.368027210884353,I I'M JUST CLINED BECAUSE I WOULD LIKE TO IMMEDIATELY FREEZE MY COD STOP MY COD AN I WOULD LIKE IT  I BE CANTELED WILLY BECAUSE I HAVE LEST MY COD SIR I GUESS WANT IT TO BE FROZEN SIR THAT NONIL CONIIT TOR I ONE TO MAKE SURE THAT NERVE TRANSACTION CAN INDEED HAPPEN ALL MY GOD SIR COULD LI FLEASE MY COD OR CAMPHLET THINK YOU,I I'M JUST CLINED BECAUSE I WOULD LIKE TO IMMEDIATELY FREEZE MY COD STOP MY COD AN I WOULD LIKE IT  I BE CANTELED WILLY BECAUSE I HAVE LEST MY COD SIR I GUESS WANT IT TO BE FROZEN SIR THAT NONIL CONIIT TOR I ONE TO MAKE SURE THAT NERVE TRANSACTION CAN INDEED HAPPEN ALL MY GOD SIR COULD LI FLEASE MY COD OR CAMPHLET THINK YOU
/root/.cache/huggingface/datasets/downloads/extracted/28aa727f91fee90575c34956bab09d1716cfaf460c6afcba86a10f04a7d58b83/en-US~FREEZE/602badf8963e11ccd901cdf1.wav,"{'path': '/root/.cache/huggingface/datasets/downloads/extracted/28aa727f91fee90575c34956bab09d1716cfaf460c6afcba86a10f04a7d58b83/en-US~FREEZE/602badf8963e11ccd901cdf1.wav', 'array': array([0.        , 0.        , 0.00024414, ..., 0.00024414, 0.        ,
       0.        ]), 'sampling_rate': 8000}",all transactions on my card fees,all transactions on my card fees,9,4,freeze,wav,8000,6.570657596371882,WEP ALL TRANSACTIONS ON MY CARTQUE,WEP ALL TRANSACTIONS ON MY CARTQUE
/root/.cache/huggingface/datasets/downloads/extracted/28aa727f91fee90575c34956bab09d1716cfaf460c6afcba86a10f04a7d58b83/en-US~FREEZE/602b9c73bb1e6d0fbce91f88.wav,"{'path': '/root/.cache/huggingface/datasets/downloads/extracted/28aa727f91fee90575c34956bab09d1716cfaf460c6afcba86a10f04a7d58b83/en-US~FREEZE/602b9c73bb1e6d0fbce91f88.wav', 'array': array([-0.00024414, -0.00024414,  0.        , ...,  0.00048828,
       -0.00024414, -0.00024414]), 'sampling_rate': 8000}",I need to place a freeze on my card I have reason to believe that it has been stolen or I have misplaced it,I need to place a freeze on my card I have reason to believe that it has been stolen or I have misplaced it,9,4,freeze,wav,8000,10.325396825396826,Y I NEED TO PLACE A FREEZE ON MY CARD I HAVE REASON TO LILEVE THAT IT HAS BEEN STOLEN OR I HAS MISPLACED IT,Y I NEED TO PLACE A FREEZE ON MY CARD I HAVE REASON TO LILEVE THAT IT HAS BEEN STOLEN OR I HAS MISPLACED IT
/root/.cache/huggingface/datasets/downloads/extracted/28aa727f91fee90575c34956bab09d1716cfaf460c6afcba86a10f04a7d58b83/en-US~APP_ERROR/602b9bed963e11ccd901cbef.wav,"{'path': '/root/.cache/huggingface/datasets/downloads/extracted/28aa727f91fee90575c34956bab09d1716cfaf460c6afcba86a10f04a7d58b83/en-US~APP_ERROR/602b9bed963e11ccd901cbef.wav', 'array': array([ 0.        ,  0.00024414,  0.        , ..., -0.00024414,
       -0.00024414, -0.00048828]), 'sampling_rate': 8000}",high on the app isn't loading information,high on the app isn't loading information,2,4,app_error,wav,8000,5.376009070294785,HI AM THE AP ISN'T LOADING EXPLANATION,HI AM THE AP ISN'T LOADING EXPLANATION
/root/.cache/huggingface/datasets/downloads/extracted/28aa727f91fee90575c34956bab09d1716cfaf460c6afcba86a10f04a7d58b83/en-US~APP_ERROR/602ba2d95f67b421554f63db.wav,"{'path': '/root/.cache/huggingface/datasets/downloads/extracted/28aa727f91fee90575c34956bab09d1716cfaf460c6afcba86a10f04a7d58b83/en-US~APP_ERROR/602ba2d95f67b421554f63db.wav', 'array': array([ 0.00024414,  0.        , -0.00024414, ...,  0.00549316,
        0.00891113,  0.01208496]), 'sampling_rate': 8000}",I'm trying to use your app to access health and FYI login very weird error message it says cannot connect to server and I'm just wondering if you had any website issues going on,I'm trying to use your app to access health and FYI login very weird error message it says cannot connect to server and I'm just wondering if you had any website issues going on,2,4,app_error,wav,8000,15.139410430839002,WELL I'M DRYING EASIER APT TO ACHUS MY MADE ACCOUNTS AND AFTER MY LONG GAN I'M RECEIVING A VERY WEIRD ERRER MESSAGE THE SES CANNOT CONNECT TE SERVER AND I'M JUST WONDERG IF YOU HAD ANY RUBSIDE ISSUES GOING ON,WELL I'M DRYING EASIER APT TO ACHUS MY MADE ACCOUNTS AND AFTER MY LONG GAN I'M RECEIVING A VERY WEIRD ERRER MESSAGE THE SES CANNOT CONNECT TE SERVER AND I'M JUST WONDERG IF YOU HAD ANY RUBSIDE ISSUES GOING ON
/root/.cache/huggingface/datasets/downloads/extracted/28aa727f91fee90575c34956bab09d1716cfaf460c6afcba86a10f04a7d58b83/en-US~APP_ERROR/602ba45705f96973d679442b.wav,"{'path': '/root/.cache/huggingface/datasets/downloads/extracted/28aa727f91fee90575c34956bab09d1716cfaf460c6afcba86a10f04a7d58b83/en-US~APP_ERROR/602ba45705f96973d679442b.wav', 'array': array([-0.00024414,  0.        ,  0.        , ...,  0.        ,
       -0.00024414, -0.00024414]), 'sampling_rate': 8000}",is the app not working I can't access my account,is the app not working I can't access my account,2,4,app_error,wav,8000,5.201269841269841,IS THE APNOT WORKING I CAN'T ACCESS MY ACCOUNT,IS THE APNOT WORKING I CAN'T ACCESS MY ACCOUNT
/root/.cache/huggingface/datasets/downloads/extracted/28aa727f91fee90575c34956bab09d1716cfaf460c6afcba86a10f04a7d58b83/en-US~APP_ERROR/602ba62d05f96973d679444a.wav,"{'path': '/root/.cache/huggingface/datasets/downloads/extracted/28aa727f91fee90575c34956bab09d1716cfaf460c6afcba86a10f04a7d58b83/en-US~APP_ERROR/602ba62d05f96973d679444a.wav', 'array': array([ 0.00024414,  0.00024414, -0.00024414, ...,  0.        ,
        0.        ,  0.        ]), 'sampling_rate': 8000}",the mobile app keeps crashing on my phone,the mobile app keeps crashing on my phone,2,4,app_error,wav,8000,3.669387755102041,THE MOBILE APPETE CRASHING ON MY PONE,THE MOBILE APPETE CRASHING ON MY PONE
